epoch,elapsed,loss,acc,val_loss,val_acc
0,12.174193859100342,0.329419441716,0.900866666667,0.0809970830321,0.973
1,10.744781970977783,0.116141914745,0.965650000032,0.0542017631002,0.9819
2,10.696205615997314,0.0860263949235,0.974699999968,0.0477514946811,0.9849
3,10.691241025924683,0.0736939989765,0.978416666635,0.0426409541197,0.9852
4,10.70249629020691,0.0630857757131,0.981150000032,0.0343508055815,0.9887
5,10.730011224746704,0.0550646511614,0.983066666667,0.0359650225936,0.9885
6,10.696717500686646,0.0520215339363,0.984466666698,0.0321831733613,0.9889
7,10.737751722335815,0.0456735002846,0.986133333333,0.029996500011,0.9901
8,10.710510015487671,0.0438249525006,0.987016666698,0.0289622863797,0.991
9,10.713500738143921,0.0404004510393,0.987549999968,0.0271875864503,0.9911
10,10.700608491897583,0.0381636970873,0.988233333333,0.0262187655427,0.9918
11,10.645448446273804,0.0361841987362,0.988766666635,0.0274093576288,0.9916
