epoch,elapsed,loss,acc,val_loss,val_acc
0,207.3773708343506,0.58186328022,0.7944,0.4324565312,0.85716
1,202.64179587364197,0.278605595074,0.93224,0.300852227392,0.89136
2,201.96806478500366,0.136882821631,0.97188,0.261535477505,0.9006
3,201.77582001686096,0.0736134610081,0.9882,0.243202977667,0.90384
4,201.63202595710754,0.0413228863817,0.99536,0.236758649368,0.90412
