epoch,elapsed,loss,acc,val_loss,val_acc
0,4.18695330619812,0.245993348845,0.924300000032,0.0977674564928,0.9697
1,3.945624589920044,0.105463405552,0.967883333302,0.0891822993651,0.9736
2,3.950881004333496,0.0765103109707,0.977333333302,0.0712863502568,0.9798
3,3.947377920150757,0.0608818912735,0.981883333365,0.092673603113,0.9758
4,3.9435343742370605,0.0495421472768,0.984700000032,0.0917445602114,0.9774
5,3.9409899711608887,0.0444461905805,0.98735,0.0743368053343,0.9802
6,3.9451606273651123,0.0379309795558,0.98875,0.0875477740738,0.9796
7,3.9459903240203857,0.0339267388372,0.989933333333,0.0800390482787,0.9825
8,3.949697256088257,0.0309562060685,0.991066666667,0.0749688516981,0.9835
9,3.9518189430236816,0.0293886809506,0.991200000032,0.0885325074587,0.9816
10,3.9533474445343018,0.0243559247977,0.992716666667,0.0889133313083,0.9828
11,3.95377516746521,0.0251947002812,0.992649999968,0.087899348662,0.9832
12,3.9507482051849365,0.0259302256187,0.992866666667,0.0977519898633,0.9819
13,3.948826313018799,0.0251612996625,0.9933,0.103621034013,0.983
14,3.944530725479126,0.0210150492429,0.994266666635,0.104736464325,0.9823
15,3.9507839679718018,0.02066708467,0.994566666667,0.117916404959,0.9817
16,3.9574639797210693,0.019710186212,0.994816666667,0.102070035719,0.984
17,3.9510512351989746,0.0182930554452,0.995283333333,0.103051655137,0.9847
18,3.9530203342437744,0.0197115965941,0.994749999968,0.109398936373,0.9849
19,3.961052417755127,0.0185151252578,0.995233333302,0.109457576773,0.9837
