epoch,elapsed,loss,acc,val_loss,val_acc
0,47.27238154411316,0.326829688934,0.901400000032,0.0749106484288,0.9763
1,46.865362882614136,0.113179657129,0.966483333302,0.0534839995213,0.9836
2,46.89046573638916,0.0859067355633,0.9743,0.0407762795322,0.9867
3,46.86016583442688,0.0726060126389,0.979033333333,0.0369127379933,0.9873
4,46.77301812171936,0.0600206892361,0.981733333302,0.0342449276675,0.9881
5,46.83618688583374,0.0554004737874,0.983733333302,0.0332615607391,0.9884
6,46.75807595252991,0.0513681407422,0.984883333333,0.0302465125337,0.9894
7,46.81679844856262,0.0477050659845,0.985816666698,0.0291918482735,0.9906
8,46.75765776634216,0.0434242632816,0.987350000032,0.027686886591,0.9899
9,46.90495848655701,0.0406392022093,0.987466666667,0.0287437992523,0.9897
10,46.90260577201843,0.0393369773795,0.987933333333,0.0285187766067,0.991
11,46.851301193237305,0.0359615796708,0.989149999968,0.0335145690527,0.9894
