epoch,elapsed,loss,acc,val_loss,val_acc
0,44.4142632484436,1.84825661691,0.317701664533,1.55345717812,0.4381
1,43.91377115249634,1.57259917091,0.422550432277,1.3669194725,0.5066
2,41.560434103012085,1.45258072355,0.474923951329,1.26068198357,0.5545
3,39.29543375968933,1.3620472317,0.51232788985,1.23445290813,0.5603
4,43.3046441078186,1.29324564703,0.538564681396,1.1094232811,0.6146
5,37.7802791595459,1.22538556482,0.564121037464,1.05347865505,0.6296
6,37.343838930130005,1.17121979784,0.58359349984,1.00312870846,0.6458
7,42.24616265296936,1.13273182215,0.600444284342,1.03691489449,0.6396
8,37.8385648727417,1.09194743103,0.61201168748,0.93775783968,0.6652
9,42.083117723464966,1.05933193331,0.627241434518,0.925485464287,0.6786
10,38.1989860534668,1.03492718792,0.636047070125,0.888392238903,0.6943
11,37.42759847640991,1.00790112171,0.644232308678,0.86097441721,0.7035
12,37.0068302154541,0.987320181711,0.653318123599,0.850618889523,0.7055
13,37.2577383518219,0.958732662848,0.665325808517,0.876722399044,0.699
14,36.35597038269043,0.953116552879,0.665525936599,0.816950187969,0.7159
15,36.11813402175903,0.934621452331,0.673491034262,0.814759126282,0.7171
16,38.07388377189636,0.918741381649,0.678314121037,0.788503902817,0.7327
17,38.167693853378296,0.90242383553,0.685338616715,0.760356424427,0.7348
18,39.817323207855225,0.887211844664,0.690662023695,0.762179770756,0.737
19,35.947898864746094,0.88304429815,0.695365033622,0.754483118725,0.7453
