epoch,elapsed,loss,acc,val_loss,val_acc
0,12.282670974731445,0.335521505817,0.898966666698,0.0807156630933,0.9745
1,10.951014995574951,0.114269672016,0.966316666794,0.0534493427228,0.983
2,10.91591739654541,0.0859377976596,0.97473333346,0.0393288518414,0.9866
3,10.940671443939209,0.0709846737752,0.979333333397,0.0354606549665,0.9884
4,10.95503568649292,0.0609362660487,0.981883333429,0.0343359194011,0.989
5,11.110825061798096,0.056472609514,0.983233333333,0.0322479530187,0.9891
6,11.012576341629028,0.0490786953568,0.985200000064,0.0279548041783,0.9901
7,11.0181565284729,0.0478446786627,0.985583333365,0.0297413421015,0.9899
8,11.022599220275879,0.0436080189114,0.986983333365,0.0274853931204,0.9911
9,11.00107479095459,0.0417839774718,0.987200000095,0.0267874110861,0.9911
10,10.964780330657959,0.0383102151384,0.98825,0.024798527691,0.9918
11,11.016568422317505,0.0370451306949,0.988950000064,0.0256737682713,0.9916
