epoch,elapsed,loss,acc,val_loss,val_acc
0,17.028452396392822,0.331873047519,0.898616666698,0.0799730597906,0.9768
1,15.757854223251343,0.119243453189,0.965333333365,0.0572860743888,0.9827
2,15.715027809143066,0.0892291597664,0.974000000064,0.0451378938406,0.9853
3,15.743610143661499,0.0748125498141,0.9779,0.0407408931152,0.9865
4,15.732864379882812,0.0653675059686,0.9804,0.0358311031747,0.9882
5,15.70543098449707,0.0591745432953,0.982600000064,0.0366426306298,0.9883
6,15.691295385360718,0.0534284668783,0.984483333397,0.0309565464654,0.9899
7,15.71666431427002,0.0471314096669,0.986133333333,0.0301007628715,0.9899
8,15.754114389419556,0.0456862730414,0.986616666698,0.0292966813193,0.9894
9,15.834892749786377,0.0435060719932,0.986983333397,0.0319727587268,0.9895
10,15.795220375061035,0.0391366513461,0.987783333397,0.0308343384376,0.9893
11,15.759152173995972,0.0370258491874,0.988966666698,0.0307478069558,0.9892
