epoch,elapsed,loss,acc,val_loss,val_acc
0,54.02229976654053,1.87044228924,0.31428,1.52794161396,0.4507
1,52.93217349052429,1.54952944912,0.43668,1.3436529562,0.5211
2,52.90557265281677,1.41780606434,0.49056,1.24718640823,0.5584
3,52.808589935302734,1.32052189369,0.5293,1.15437825623,0.5925
4,52.787386417388916,1.24885207905,0.5553,1.10655418015,0.6078
5,52.77370238304138,1.18498669773,0.57848,1.01651653538,0.6481
6,52.72513699531555,1.13590287663,0.59842,1.02259638004,0.6448
7,52.75477337837219,1.09761239166,0.61026,0.978209474659,0.6573
8,52.694387674331665,1.06202650055,0.62504,0.972441997147,0.6523
9,52.61835861206055,1.03042896042,0.63672,0.877878312111,0.6918
10,52.65453577041626,1.0049589279,0.64636,0.86827571888,0.6971
11,52.629932165145874,0.980816236916,0.65738,0.922544854832,0.677
12,52.659178733825684,0.955915523243,0.66398,0.844506147957,0.7077
13,52.61152672767639,0.944649474697,0.6688,0.816082772255,0.7155
14,52.498136043548584,0.92224991106,0.67602,0.815828598499,0.713
15,52.437281131744385,0.908104412556,0.68136,0.806905603409,0.7167
16,52.48247051239014,0.893034098854,0.68904,0.756306199837,0.7337
17,52.46162796020508,0.881056600552,0.69342,0.776272151947,0.7325
18,52.4447717666626,0.867293370457,0.69742,0.753894430065,0.7389
19,52.45112109184265,0.857023642273,0.70114,0.734237711716,0.7504
