epoch,elapsed,loss,acc,val_loss,val_acc
0,35.41434669494629,1.85064567204,0.31648,1.55237310982,0.4353
1,31.950220346450806,1.56490099796,0.42612,1.38878220882,0.4976
2,31.92563033103943,1.45004784824,0.47502,1.28888796883,0.5351
3,25.42246723175049,1.36171865784,0.51282,1.19842368088,0.5767
4,25.96535897254944,1.29402110649,0.53838,1.18807289639,0.5922
5,26.026352882385254,1.23774277431,0.56026,1.11626679058,0.6099
6,26.050200939178467,1.18892648937,0.5811,1.01768425789,0.6447
7,26.626814603805542,1.14580399773,0.59272,0.991455718422,0.653
8,26.433076858520508,1.10264527672,0.60814,0.951521513176,0.6679
9,25.982987880706787,1.07188716293,0.6232,0.911626050568,0.6848
10,25.96177864074707,1.04138446806,0.63384,0.89799665451,0.6866
11,25.93162441253662,1.01115448589,0.64484,0.878210019493,0.6949
12,25.3612380027771,0.992895291023,0.65298,0.879528224182,0.6942
13,25.32689380645752,0.965735113487,0.66124,0.827446404362,0.7112
14,25.15267300605774,0.945130259552,0.66892,0.85607030077,0.7093
15,26.034178256988525,0.931635525646,0.6734,0.792795105076,0.724
16,26.00099754333496,0.909194149475,0.6834,0.798944708729,0.7226
17,25.99183225631714,0.896552643204,0.68804,0.779070177364,0.7312
18,25.93670153617859,0.892344875412,0.68732,0.741453601837,0.7438
19,26.523309230804443,0.880185710945,0.6916,0.747760982847,0.7436
