epoch,elapsed,loss
0,111.58463478088379,2.00852505003
1,110.27159023284912,1.73037641162
2,107.60015559196472,1.60431502849
3,108.13198494911194,1.52106773144
4,108.11294674873352,1.45870362669
5,109.10827541351318,1.40930885724
6,107.15311169624329,1.36821400507
7,109.48617720603943,1.33404665547
8,109.08394646644592,1.30228422424
9,109.05903244018555,1.27453109394
