epoch,elapsed,loss,acc,val_loss,val_acc
0,8.561296939849854,0.336880172348,0.898750000032,0.0754725995719,0.9764
1,5.159795045852661,0.113624921974,0.966349999968,0.0506873977751,0.9843
2,5.157105922698975,0.084952218008,0.974766666667,0.04235566618,0.9853
3,5.156136989593506,0.0713759913186,0.978800000032,0.0391565415795,0.9874
4,5.149126291275024,0.0619579523116,0.981666666667,0.0364029486202,0.9883
5,5.148672342300415,0.0554124212801,0.983249999968,0.0344643597597,0.9883
6,5.213907480239868,0.0503088297675,0.984833333333,0.0311649445834,0.9898
7,5.207034349441528,0.0448308366547,0.986316666635,0.0323342735426,0.9892
8,5.161535024642944,0.0433097507134,0.98725,0.0284608206159,0.9905
9,5.148395299911499,0.0382533318217,0.988666666635,0.0290173692139,0.9894
10,5.197574138641357,0.038663071763,0.988633333333,0.0347576850406,0.9891
11,5.147228002548218,0.0359459894394,0.989416666635,0.02766190141,0.9907
