epoch,elapsed,loss,acc,val_loss,val_acc
0,4.271389484405518,0.247067463994,0.925033333302,0.105097129568,0.9674
1,2.676290273666382,0.101676740394,0.969466666698,0.0820931939911,0.9754
2,2.692317247390747,0.0760153124849,0.977083333333,0.0674006863666,0.9786
3,2.6823151111602783,0.0597352749076,0.981966666667,0.085734071897,0.9762
4,2.6592445373535156,0.0500145974994,0.984816666635,0.0779916787123,0.98
5,2.7165632247924805,0.0431384113956,0.986966666698,0.0717088033024,0.9826
6,2.6778101921081543,0.0382615744246,0.988533333302,0.0727083372459,0.983
7,2.6621932983398438,0.0347755475556,0.989583333302,0.0930764522769,0.9806
8,2.6892311573028564,0.0320931165359,0.990733333333,0.0802420222337,0.983
9,2.693310499191284,0.0287805814259,0.99145,0.0813027971034,0.9824
10,2.7231364250183105,0.0282789430404,0.99215,0.0966503628195,0.9821
11,2.731013536453247,0.0249852054702,0.993233333333,0.0963109616383,0.9834
12,2.6238136291503906,0.0250728149685,0.992899999968,0.0964100754891,0.9808
13,2.6369152069091797,0.0238675231889,0.993533333333,0.093276767934,0.9841
14,2.660953998565674,0.0210459832778,0.994033333333,0.0959468315524,0.9835
15,2.6416075229644775,0.0208935926063,0.994083333333,0.10254487436,0.983
16,2.667837142944336,0.0197679711693,0.994699999968,0.117201488869,0.9815
17,2.699467420578003,0.0210190677994,0.994416666667,0.114609972224,0.9812
18,2.7163631916046143,0.0210674966768,0.994533333333,0.100782306998,0.985
19,2.729889154434204,0.01670999035,0.995583333302,0.106166922863,0.9839
