epoch,elapsed,loss,acc,val_loss,val_acc
0,2.197521448135376,0.245876102718,0.924500000032,0.0945696546674,0.9734
1,2.063632011413574,0.100857123989,0.96961666673,0.0970140635038,0.9722
2,2.0604915618896484,0.0739718242367,0.97761666673,0.0756785837076,0.98
3,2.097670316696167,0.0590243987307,0.981916666698,0.0984727152434,0.9749
4,2.1107234954833984,0.0515879580369,0.98455,0.0824642045647,0.9786
5,2.1193559169769287,0.0435750776829,0.98695,0.0756245337702,0.9822
6,2.109248399734497,0.0384008791779,0.98875,0.0753379534573,0.9823
7,2.1172096729278564,0.0353053958925,0.989733333397,0.0954459385332,0.9802
8,2.1065123081207275,0.0340137117852,0.990566666667,0.0842726349457,0.9822
9,2.1022870540618896,0.029356737094,0.991550000064,0.0919254814055,0.9832
10,2.1025261878967285,0.0267601940444,0.992533333365,0.113275160324,0.9802
11,2.0926437377929688,0.0249215214085,0.99265,0.0983570981265,0.9821
12,2.1015501022338867,0.0238423580886,0.993116666667,0.116123755859,0.98
13,2.1001813411712646,0.0237690269651,0.99351666673,0.115184633363,0.98
14,2.0978128910064697,0.0237733567451,0.993900000064,0.112987927809,0.981
15,2.0512855052948,0.0210668670031,0.994366666698,0.101834090287,0.9828
16,2.083719253540039,0.0202812521284,0.994633333333,0.11438970448,0.9824
17,2.0293850898742676,0.0209481597225,0.9949,0.10272702564,0.9838
18,2.0259127616882324,0.0189315928977,0.99526666673,0.122217949466,0.9815
19,2.029282569885254,0.0196373662193,0.995333333333,0.109695772326,0.9842
